GenBank ID,UniProt ID
YOL159C_W303,Q08300
YOL160W_W303,Q08321
YNL096C_W303,P48164
YNL095C_W303,P53932
YNL094W_W303,P53933
YNL093W_W303,P36019
YNL092W_W303,P53934
YNL091W_W303,P53935
YNL090W_W303,P06781
YNL088W_W303,P06786
YNL087W_W303,P48231
YNL086W_W303,P48232
YNL085W_W303,P40850
YNL084C_W303,P39013
YNL083W_W303,D6W196
YNL082W_W303,P14242
YNL081C_W303,P53937
YNL080C_W303,P53938
YNL079C_W303,P17536
YNL078W_W303,P53939
YNL077W_W303,P53940
YNL076W_W303,P34072
YNL075W_W303,P53941
YNL074C_W303,P32047
YNL073W_W303,P32048
YNL072W_W303,P53942
YNL071W_W303,P12695
YNL068C_W303,P41813
YNL067W_W303,P51401
YNL066W_W303,P53616
YNL065W_W303,P53943
YNL064C_W303,P25491
YNL063W_W303,P53944
YNL062C_W303,P41814
YNL061W_W303,P40991
YNL059C_W303,P53946
YNL058C_W303,P53947
YNL056W_W303,P53949
YNL055C_W303,P04840
YGR107W_W303,P53263
YGR108W_W303,P24868
YGR109C_W303,P32943
YGR110W_W303,P53264
YGR111W_W303,P53265
YGR112W_W303,P53266
YGR113W_W303,P53267
YGR116W_W303,P23615
YGR117C_W303,P53270
YGR119C_W303,P48837
YGR120C_W303,P53271
YNR054C_W303,P53743
YNR053C_W303,P53742
YNR052C_W303,P39008
YNR051C_W303,P53741
YNR050C_W303,P38999
YNR049C_W303,P53604
YNR048W_W303,P53740
YNR047W_W303,P53739
YNR046W_W303,P53738
YNR045W_W303,P07390
YNR044W_W303,P32323
YNR043W_W303,P32377
YNR041C_W303,P32378
YNR040W_W303,P53736
YNR039C_W303,P53735
YNR038W_W303,P53734
YNR036C_W303,P53732
YNR035C_W303,P53731
YNR034W_W303,P50278
YNR033W_W303,P37254
YNR032W_W303,P32838
YNR031C_W303,P53599
YNR030W_W303,P53730
YNR029C_W303,P53729
YNR028W_W303,P53728
YNR027W_W303,P53727
YNR026C_W303,P11655
YNR024W_W303,P53725
YNR023W_W303,P53628
YNR022C_W303,P53724
YNR021W_W303,P53723
YNR020C_W303,P53722
YNR019W_W303,P53629
YNR018W_W303,P53721
YNR017W_W303,P32897
YNR016C_W303,Q00955
YNR015W_W303,P53720
YNR014W_W303,P53719
YNR013C_W303,P27514
YNR012W_W303,P27515
YNR011C_W303,P20095
YNR010W_W303,P33308
YNR009W_W303,P53718
YNR008W_W303,P40345
YNR007C_W303,P40344
YNR006W_W303,P40343
YNR004W_W303,P40342
YNR003C_W303,P32910
YNR002C_W303,P32907
YMR047C_W303,Q02630
YMR048W_W303,Q04659
YMR049C_W303,Q04660
YIL089W_W303,P40500
YIL090W_W303,P40499
YIL091C_W303,P40498
YIL092W_W303,P40497
YIL093C_W303,P40496
YIL094C_W303,P40495
YIL095W_W303,P40494
YIL096C_W303,P40493
YIL097W_W303,P40492
YIL098C_W303,P40491
YIL099W_W303,P08019
YIL100W_W303,P40490
YIL101C_W303,P40489
YIL102C_W303,P40488
YIL103W_W303,P40487
YIL104C_W303,P40486
YIL105C_W303,P40485
YIL107C_W303,P40433
YIL108W_W303,P40483
YIL109C_W303,P40482
YIL110W_W303,P40481
YIL112W_W303,P40480
YIL113W_W303,P40479
YIL114C_W303,P40478
YIL115C_W303,P40477
YIL116W_W303,P07172
YIL117C_W303,P40476
YIL118W_W303,Q00245
YIL119C_W303,P23250
YIL120W_W303,P40475
YIL121W_W303,P40474
YIL122W_W303,P40473
YIL123W_W303,P40472
YIL124W_W303,P40471
YIL125W_W303,P20967
YIL126W_W303,P32597
YIL127C_W303,P40470
YIL128W_W303,P40469
YIL129C_W303,P40468
YIL130W_W303,P40467
YIL131C_W303,P40466
YIL132C_W303,P40465
YIL133C_W303,P26784
YIL134W_W303,P40464
YIL135C_W303,P40463
YIL136W_W303,P16547
YIL137C_W303,P40462
YIL138C_W303,P40414
YIL139C_W303,P38927
YIL140W_W303,P38928
YIL142W_W303,P39076
YIL143C_W303,Q00578
YIL144W_W303,P40460
YIL145C_W303,P40459
YIL146C_W303,P40458
YIL147C_W303,P39928
YIL149C_W303,P40457
YIL150C_W303,P32354
YIL151C_W303,P40456
YIL152W_W303,P40455
YIL153W_W303,P40454
YIL154C_W303,P32351
YIL155C_W303,P32191
YIL156W_W303,P40453
YIL157C_W303,P40452
YIL158W_W303,P40451
YIL159W_W303,P40450
YIL160C_W303,P27796
YIL161W_W303,P40449
YIL162W_W303,P00724
YIL163C_W303,P40448
YIL164C_W303,P40447
YIL165C_W303,P40446
YIL166C_W303,P40445
YIL167W_W303,P0CF22
YMR187C_W303,Q03236
YMR188C_W303,Q03246
YMR189W_W303,P49095
YMR190C_W303,P35187
YMR191W_W303,P42933
YMR192W_W303,Q04322
YMR193W_W303,P36525
YMR195W_W303,Q04329
YMR196W_W303,Q04336
YMR197C_W303,Q04338
YMR198W_W303,Q01649
YMR199W_W303,P20437
YMR200W_W303,Q03691
YMR201C_W303,P28519
YMR202W_W303,P32352
YMR203W_W303,P23644
YMR204C_W303,Q03694
YMR205C_W303,P16862
YMR206W_W303,Q03695
YMR207C_W303,P32874
YMR208W_W303,P07277
YMR209C_W303,Q03648
YMR210W_W303,Q03649
YMR211W_W303,Q03652
YMR212C_W303,Q03653
YMR213W_W303,Q03654
YMR214W_W303,P25303
YMR215W_W303,Q03655
YMR216C_W303,Q03656
YMR217W_W303,P38625
YMR218C_W303,Q03660
YMR219W_W303,Q03661
YMR220W_W303,P24521
YMR221C_W303,Q04991
YMR222C_W303,Q05015
YMR223W_W303,P50102
YMR224C_W303,P32829
YMR226C_W303,Q05016
YMR227C_W303,Q05021
YMR228W_W303,P14908
YMR229C_W303,Q05022
YMR230W_W303,P46784
YMR231W_W303,P12868
YMR232W_W303,Q05670
YMR233W_W303,Q05024
YMR234W_W303,Q04740
YMR235C_W303,P11745
YMR236W_W303,Q05027
YMR237W_W303,Q05029
YMR238W_W303,Q05031
YNL035C_W303,P53962
YGL203C_W303,P09620
YGL204C_W303,P53089
YBR210W_W303,P38312
YBR211C_W303,P38313
YBR212W_W303,P32831
YBR213W_W303,P15807
YBR214W_W303,P38314
YBR215W_W303,Q01448
YBR217W_W303,P38316
YCL021W-A_W303,Q96VH3
YGR139W_W303,P53284
YGR140W_W303,P32504
YGR141W_W303,P53285
YGR142W_W303,P53286
YGR143W_W303,P33336
YGR144W_W303,P32318
YGR145W_W303,P48234
YGR146C_W303,P48235
YGR147C_W303,P37293
YGR148C_W303,P24000
YGR149W_W303,P48236
YGR150C_W303,P48237
YGR152C_W303,P13856
YGR153W_W303,P48238
YGR154C_W303,P48239
YGR155W_W303,P32582
YGR156W_W303,P39927
YGR157W_W303,P05374
YGR158C_W303,P48240
YGR159C_W303,P27476
YGR161C_W303,P53289
YGR162W_W303,P39935
YGR163W_W303,P53290
YGR164W_W303,P53291
YGR165W_W303,P53292
YGR166W_W303,P32893
YGR167W_W303,P17891
YGR168C_W303,P53293
YGR169C_W303,P53294
YGR170W_W303,P53037
YGR171C_W303,P22438
YGR172C_W303,P53039
YGR173W_W303,P53295
YGR174C_W303,P37267
YGR175C_W303,P32476
YGR177C_W303,P53296
YGR178C_W303,P53297
YGR179C_W303,P53298
YGR180C_W303,P49723
YGR181W_W303,P53299
YGR184C_W303,P19812
YGR185C_W303,P36421
YGR186W_W303,P41895
YGR187C_W303,P48362
YGR188C_W303,P41695
YGR189C_W303,P53301
YJR010W_W303,P08536
YJR011C_W303,P47086
YJR013W_W303,P47088
YJR014W_W303,P47089
YJR015W_W303,P47090
YJR016C_W303,P39522
YJR017C_W303,P22696
YJR019C_W303,P41903
YJR022W_W303,P47093
YJR024C_W303,P47095
YJR025C_W303,P47096
YKL067W_W303,P36010
YKL065C_W303,P35723
YKL064W_W303,P35724
YKL063C_W303,P35725
YKL062W_W303,P33749
YKL061W_W303,P35727
YKL060C_W303,P14540
YKL059C_W303,P35728
YKL058W_W303,P32774
YKL057C_W303,P35729
YKL056C_W303,P35691
YKL055C_W303,P35731
YKL054C_W303,P35732
YKL052C_W303,P35734
YKL051W_W303,P35735
YKL050C_W303,P35736
YKL049C_W303,P36012
YKL048C_W303,P32801
YKL047W_W303,P36090
YKL046C_W303,P36091
YKL045W_W303,P20457
YKL044W_W303,P36092
YKL043W_W303,P36093
YKL042W_W303,P36094
YKL041W_W303,P36095
YKL040C_W303,P32860
YKL039W_W303,P32857
YKL038W_W303,P32862
YKL037W_W303,P32858
YKL035W_W303,P32861
YKL034W_W303,P36096
YKL033W-A_W303,Q86ZR7
YKL033W_W303,P36097
YKL032C_W303,P33417
YKL031W_W303,P36098
YKL029C_W303,P36013
YKL028W_W303,P36100
YKL027W_W303,P36101
YKL026C_W303,P36014
YKL025C_W303,P36102
YKL024C_W303,P15700
YKL023W_W303,P36103
YKL022C_W303,P09798
YKL021C_W303,P20484
YKL020C_W303,P35210
YKL019W_W303,P29703
YKL018W_W303,P36104
YKL017C_W303,P34243
YKL016C_W303,P30902
YKL015W_W303,P25502
YKL014C_W303,P34241
YKL013C_W303,P33204
YKL012W_W303,P33203
YKL011C_W303,Q03702
YKL010C_W303,P33202
YKL009W_W303,P33201
YKL008C_W303,P28496
YKL007W_W303,P28495
YKL006C-A_W303,P43682
YKL005C_W303,P36106
YKL004W_W303,P36107
YKL003C_W303,P28778
YKL002W_W303,P36108
YKL001C_W303,Q02196
YKR001C_W303,P21576
YKR002W_W303,P29468
YKR003W_W303,Q02201
YKR005C_W303,Q02203
YKR006C_W303,Q02204
YKR007W_W303,Q02205
YKR008W_W303,Q02206
YKR009C_W303,Q02207
YKR010C_W303,Q02208
YKR011C_W303,Q02209
YKR013W_W303,P36110
YKR014C_W303,P36018
YKR015C_W303,P36111
YKR016W_W303,P36112
YKR017C_W303,P36113
YKR018C_W303,P36114
YKR019C_W303,P36115
YKR020W_W303,P36116
YKR021W_W303,P36117
YKR022C_W303,P36118
YKR023W_W303,P36119
YKR024C_W303,P36120
YKR025W_W303,P36121
YKR026C_W303,P14741
YKR027W_W303,P36122
YKR028W_W303,P36123
YKR029C_W303,P36124
YKR030W_W303,P36125
YKR031C_W303,P36126
YKR032W_W303,P36127
YKR034W_W303,P26343
YKR035W-A_W303,P69771
YKR036C_W303,P36130
YKR037C_W303,P36131
YKR038C_W303,P36132
YKR039W_W303,P19145
YKR041W_W303,P36134
YKR042W_W303,P36135
YKR043C_W303,P36136
YKR044W_W303,P36137
YKR045C_W303,P36138
YKR046C_W303,P36139
YKR048C_W303,P25293
YKR049C_W303,P36141
YKR050W_W303,P28584
YKR051W_W303,P36142
YKR052C_W303,P23500
YKR053C_W303,P23501
YKR054C_W303,P36022
YKR055W_W303,Q00246
YKR056W_W303,P33753
YKR057W_W303,P0C0V8
YKR058W_W303,P36143
YAR042W_W303,P35845
YAR035W_W303,P80235
YPL060W_W303,Q02783
YPL061W_W303,P54115
YPL062W_W303,Q02781
YPL063W_W303,Q02776
YPL064C_W303,Q02770
YPL065W_W303,Q02767
YPL066W_W303,Q12194
YPL067C_W303,Q02754
YPL068C_W303,Q02749
YPL069C_W303,Q12051
YPL070W_W303,Q02866
YPL071C_W303,Q02864
YPL072W_W303,Q02863
YPL074W_W303,P40328
YPL075W_W303,P07261
YPL076W_W303,P46961
YPL077C_W303,Q02831
YPL078C_W303,P05626
YPL080C_W303,Q02826
YPR158W_W303,Q06469
YPR157W_W303,Q06466
YDL230W_W303,P25044
YDL231C_W303,Q07660
YDL233W_W303,Q07684
YDL234C_W303,P48365
YDL235C_W303,Q07688
YDL236W_W303,P19881
YDL237W_W303,Q07716
YDL238C_W303,Q07729
YDL239C_W303,Q07732
YDL240W_W303,P35688
YDL241W_W303,Q07738
YDL242W_W303,Q07746
YDR261C_W303,P52911
YDR260C_W303,Q12379
YDR259C_W303,Q03935
YDR258C_W303,P33416
YDR257C_W303,Q12504
YDR256C_W303,P15202
YDR255C_W303,Q12508
YDR254W_W303,P38907
YDR253C_W303,Q12041
YDR252W_W303,P40314
YDR251W_W303,P37304
YDR249C_W303,Q03787
YDR248C_W303,Q03786
YDR247W_W303,Q03785
YDR246W_W303,Q03784
YDR245W_W303,P50108
YDR244W_W303,P35056
YDR243C_W303,P23394
YDR242W_W303,P22580
YDR240C_W303,Q03782
YDR239C_W303,Q03780
YDR238C_W303,P41810
YDR237W_W303,P36519
YDR236C_W303,Q03778
YDR235W_W303,Q03776
YDR234W_W303,P49367
YDR233C_W303,Q04947
YDR232W_W303,P09950
YDR231C_W303,Q04935
YDR229W_W303,Q04934
YDR228C_W303,P39081
YDR227W_W303,P11978
YDR226W_W303,P07170
YDR224C_W303,P02293
YDR223W_W303,Q04930
YDR222W_W303,Q04925
YDR221W_W303,Q04924
YDR219C_W303,Q04922
YDR218C_W303,Q04921
YDR217C_W303,P14737
YDR216W_W303,P07248
YDR215C_W303,Q12240
YDR214W_W303,Q12449
YDR213W_W303,Q12151
YDR212W_W303,P12612
YDR211W_W303,P32501
YKL127W_W303,P33401
YKL126W_W303,P12688
YKL125W_W303,P36070
YKL124W_W303,P32343
YKL122C_W303,P32342
YKL121W_W303,P32330
YKL120W_W303,P32332
YKL119C_W303,P32341
YKL117W_W303,P28707
YKL116C_W303,P28708
YKL114C_W303,P22936
YKL113C_W303,P26793
YKL112W_W303,P14164
YKL110C_W303,P34253
YKL109W_W303,P14064
YKL108W_W303,P34252
YKL107W_W303,P34251
YKL106W_W303,Q01802
YKL105C_W303,P34250
YKL104C_W303,P14742
YKL103C_W303,P14904
YKL102C_W303,P34249
YKL101W_W303,P34244
YKL100C_W303,P34248
YKL099C_W303,P34247
YKL098W_W303,P34246
YKL097C_W303,P34245
YKL096W_W303,P28319
YKL095W_W303,P28320
YKL094W_W303,P28321
YKL093W_W303,P23493
YKL092C_W303,P33314
YKL091C_W303,P33324
YKL090W_W303,P36075
YKL089W_W303,P35201
YKL088W_W303,P36076
YKL087C_W303,Q00873
YKL086W_W303,P36077
YKL085W_W303,P17505
YKL084W_W303,P36078
YKL082C_W303,P36080
YKL081W_W303,P36008
YKL080W_W303,P31412
YKL079W_W303,P32364
YKL078W_W303,P36009
YKL077W_W303,P36081
YKL075C_W303,P36083
YKL074C_W303,P36084
YKL073W_W303,P36016
YKL072W_W303,P36085
YIR039C_W303,P40583
YIR038C_W303,P40582
YIR037W_W303,P40581
YIR036C_W303,P40580
YIR035C_W303,P40579
YIR034C_W303,P38998
YIR033W_W303,P40578
YIR032C_W303,P32459
YIR031C_W303,P21826
YIR030C_W303,P32460
YIR029W_W303,P25335
YIR028W_W303,Q04895
YIR027C_W303,P32375
YIR026C_W303,Q02256
YIR025W_W303,P40577
YIR024C_W303,P40576
YIR023W_W303,P21657
YIR022W_W303,P15367
YIR021W_W303,P07266
YIR020C_W303,P40575
YFL056C_W303,P43547
YFL055W_W303,P43548
YFL054C_W303,P43549
YFL053W_W303,P43550
YFL052W_W303,P43551
YFL051C_W303,P43552
YFL050C_W303,P43553
YFL049W_W303,P43554
YFL048C_W303,P43555
YFL047W_W303,P43556
YFL046W_W303,P43557
YFL045C_W303,P07283
YFL044C_W303,P43558
YFL042C_W303,P43560
YFL041W_W303,P43561
YFL040W_W303,P43562
YFL039C_W303,P60010
YFL038C_W303,P01123
YFL037W_W303,P02557
YFL036W_W303,P13433
YFL034C-B_W303,P43563
YFL034W_W303,P43564
YFL033C_W303,P43565
YFL031W_W303,P41546
YFL030W_W303,P43567
YFL029C_W303,P43568
YFL028C_W303,P43569
YFL027C_W303,P43570
YFL026W_W303,D6VTK4
YFL025C_W303,P43571
YFL024C_W303,P43572
YFL023W_W303,P43573
YFL022C_W303,P15625
YFL021W_W303,P43574
YPL275W_W303,P0CF35
YPL274W_W303,Q08986
YPL273W_W303,Q08985
YPL272C_W303,Q08984
YPL270W_W303,P33311
YPL269W_W303,P32526
YPL268W_W303,P32383
YPL267W_W303,Q08981
YPL266W_W303,P41819
YPL265W_W303,P53388
YPL264C_W303,Q08980
YPL263C_W303,Q08979
YPL262W_W303,P08417
YPL261C_W303,Q08976
YPL260W_W303,Q08977
YPL259C_W303,Q00776
YPL258C_W303,Q08975
YER187W_W303,P40102
YER186C_W303,P40101
YER185W_W303,P40100
YER184C_W303,P39961
YER183C_W303,P40099
YER182W_W303,P40098
YER181C_W303,P40097
YER180C_W303,P32645
YER179W_W303,P25453
YER178W_W303,P16387
YER177W_W303,P29311
YER176W_W303,P32644
YER175C_W303,P32643
YER174C_W303,P32642
YER173W_W303,P32641
YER172C_W303,P32639
YER171W_W303,P06839
YER170W_W303,P26364
YER169W_W303,P39956
YER168C_W303,P21269
YER167W_W303,P33306
YER166W_W303,P32660
YER165W_W303,P04147
YER164W_W303,P32657
YER163C_W303,P32656
YER162C_W303,P14736
YER161C_W303,P06843
YLR257W_W303,Q06146
YLR258W_W303,P27472
YLR259C_W303,P19882
YLR260W_W303,Q06147
YLR262C_W303,Q99260
YLR263W_W303,P14291
YLR265C_W303,Q06148
YLR266C_W303,Q06149
YLR267W_W303,Q06150
YLR268W_W303,P22214
YLR270W_W303,Q06151
YLR271W_W303,Q06152
YLR272C_W303,Q06156
YLR273C_W303,Q06216
YLR274W_W303,P29496
YLR275W_W303,Q06217
YLR276C_W303,Q06218
YLR277C_W303,Q06224
YLR278C_W303,Q05854
YLR281C_W303,Q05863
YLR283W_W303,Q05867
YLR284C_W303,Q05871
YLR285W_W303,Q05874
YLR286C_W303,P29029
YLR287C_W303,Q05881
YLR287C-A_W303,P0CX33
YLR288C_W303,Q02574
YLR289W_W303,P46943
YLR290C_W303,Q05892
YLR291C_W303,P32502
YLR292C_W303,P39742
YLR293C_W303,P32835
YLR295C_W303,Q12349
YLR296W_W303,Q05898
YLR297W_W303,Q05899
YLR298C_W303,Q05900
YLR299W_W303,Q05902
YLR300W_W303,P23776
YLR301W_W303,Q05905
YHR181W_W303,P38869
YHR182W_W303,P38870
YHR183W_W303,P38720
YHR184W_W303,P38871
YHR185C_W303,P38872
YHR186C_W303,P38873
YHR187W_W303,P38874
YHR188C_W303,P38875
YHR189W_W303,P38876
YHR190W_W303,P29704
YHR191C_W303,P38877
YHR192W_W303,P38878
YHR193C_W303,P38879
YHR194W_W303,P38880
YHR195W_W303,P38881
YHR196W_W303,P38882
YHR197W_W303,P38883
YHR198C_W303,P38884
YHR199C_W303,P38885
YHR200W_W303,P38886
YHR201C_W303,P38698
YHR202W_W303,P38887
YHR204W_W303,P38888
YHR205W_W303,P11792
YHR206W_W303,P38889
YHR207C_W303,P38890
YHR208W_W303,P38891
YHR209W_W303,P38892
YHR210C_W303,P38893
YDR171W_W303,Q12329
YDR172W_W303,P05453
YDR173C_W303,P07250
YDR174W_W303,Q03973
YDR175C_W303,Q03976
YDR176W_W303,P32494
YDR177W_W303,P21734
YDR178W_W303,P37298
YDR179C_W303,Q03981
YDR179W-A_W303,Q03983
YDR180W_W303,Q04002
YDR181C_W303,Q04003
YDR182W_W303,P40986
YDR183W_W303,Q04004
YDR184C_W303,Q04005
YDR185C_W303,Q04006
YDR186C_W303,Q04007
YDR188W_W303,P39079
YDR189W_W303,P22213
YDR190C_W303,Q03940
YDR191W_W303,P53688
YDR192C_W303,P49686
YDR194C_W303,P15424
YDR195W_W303,P42073
YDR197W_W303,P14905
YDR198C_W303,Q03942
YDR200C_W303,Q03944
YDR201W_W303,Q03954
YDR202C_W303,Q03956
YDR204W_W303,O13525
YDR205W_W303,Q03455
YDR206W_W303,Q03466
YDR207C_W303,P39001
YDR208W_W303,P38994
YDR209C_W303,Q03480
YLR256W_W303,P0CE41
YLR255C_W303,O13574
YLR254C_W303,Q06568
YLR253W_W303,Q06567
YLR251W_W303,Q06563
YLR250W_W303,P39931
YLR249W_W303,P16521
YLR248W_W303,P38623
YLR247C_W303,Q06554
YLR246W_W303,Q06551
YLR245C_W303,Q06549
YLR244C_W303,Q01662
YLR243W_W303,Q06543
YLR242C_W303,Q06541
YLR241W_W303,Q06538
YLR240W_W303,P22543
YLR239C_W303,Q06005
YLR238W_W303,Q06001
YJR056C_W303,P47115
YJR057W_W303,P00572
YJR058C_W303,Q00381
YJR059W_W303,P47116
YJR060W_W303,P17106
YJR061W_W303,P40355
YJR062C_W303,P40354
YJR063W_W303,P32529
YJR064W_W303,P40413
YJR065C_W303,P47117
YJR066W_W303,P35169
YJR067C_W303,P47118
YJR068W_W303,P40348
YJR069C_W303,P47119
YJR070C_W303,P47120
YJR072C_W303,P47122
YJR073C_W303,P05375
YJR074W_W303,P47123
YJR075W_W303,P47124
YJR076C_W303,P32458
YJR077C_W303,P23641
YJR078W_W303,P47125
YJR080C_W303,P47127
YJR082C_W303,P47128
YJR083C_W303,P47129
YJR084W_W303,P47130
YJR085C_W303,P47131
YJR086W_W303,P18852
YJR088C_W303,P47133
YJR089W_W303,P47134
YJR090C_W303,P24814
YJR091C_W303,P47135
YJR092W_W303,P47136
YJR093C_W303,P45976
YJR094C_W303,P21190
YJR094W-A_W303,P0CX26
YJR095W_W303,P33303
YJR096W_W303,P47137
YJR097W_W303,P47138
YJR098C_W303,P47139
YJR099W_W303,P35127
YJR100C_W303,P47140
YJR101W_W303,P47141
YJR102C_W303,P47142
YJR103W_W303,P38627
YJR104C_W303,P00445
YJR105W_W303,P47143
YJR106W_W303,P47144
YJR107W_W303,P47145
YJR107C-A_W303,P0CT86
YJR108W_W303,P47146
YJR109C_W303,P03965
YJR110W_W303,P47147
YJR111C_W303,P47148
YJR112W_W303,P47149
YJR113C_W303,P47150
YJR115W_W303,P47152
YJR116W_W303,P47153
YJR117W_W303,P47154
YJR118C_W303,P47155
YJR119C_W303,P47156
YJR120W_W303,P47157
YJR121W_W303,P00830
YJR122W_W303,P47158
YJR123W_W303,P26783
YJR124C_W303,P47159
YJR125C_W303,P47160
YJR126C_W303,P47161
YJR127C_W303,P46974
YJR128W_W303,P47162
YJR129C_W303,P47163
YJR130C_W303,P47164
YJR131W_W303,P32906
YJR132W_W303,P46970
YJR133W_W303,P47165
YJR134C_W303,P47166
YJR135C_W303,P47167
YJR136C_W303,P47168
YJR137C_W303,P47169
YJR138W_W303,P47170
YJR139C_W303,P31116
YJR140C_W303,P47171
YJR141W_W303,P47172
YJR142W_W303,P47173
YJR143C_W303,P46971
YJR144W_W303,P32787
YHR067W_W303,P38790
YHR068W_W303,P38791
YHR069C_W303,P38792
YHR070W_W303,P38793
YHR071W_W303,P38794
YHR072W_W303,P38604
YHR073W_W303,P38713
YHR074W_W303,P38795
YHR075C_W303,P38796
YHR076W_W303,P38797
YHR077C_W303,P38798
YHR078W_W303,P38799
YHR079C_W303,P32361
YHR080C_W303,P38800
YHR081W_W303,P38801
YHR082C_W303,P38691
YHR083W_W303,P14693
YHR084W_W303,P13574
YHR085W_W303,P38803
YHR086W_W303,Q00539
YHR087W_W303,P38804
YHR088W_W303,P38805
YHR089C_W303,P28007
YHR090C_W303,P38806
YHR091C_W303,P38714
YHR092C_W303,P32467
YPR147C_W303,Q06522
YPR148C_W303,Q06523
YPR149W_W303,Q12207
YPR151C_W303,Q06524
YPR152C_W303,Q06525
YPR153W_W303,Q06537
YPR155C_W303,Q12374
YDR451C_W303,Q04116
YDR452W_W303,Q04119
YDR453C_W303,Q04120
YDR454C_W303,P15454
YDR456W_W303,Q04121
YDR457W_W303,Q03280
YDR458C_W303,Q03281
YDR459C_W303,Q03289
YDR460W_W303,Q03290
YDR462W_W303,P36527
YDR463W_W303,Q00947
YDR464W_W303,P38904
YDR465C_W303,Q03305
YDR466W_W303,Q03306
YDR468C_W303,Q03322
YDR469W_W303,Q03323
YDR470C_W303,Q03327
YDR471W_W303,P0C2H7
YDR472W_W303,Q03337
YDR473C_W303,Q03338
YDR475C_W303,Q03361
YDR476C_W303,Q03362
YDR477W_W303,P06782
YDR478W_W303,P40993
YDR479C_W303,Q03370
YDR480W_W303,Q03373
YDR481C_W303,P11491
YDR482C_W303,Q03375
YDR483W_W303,P27809
YDR484W_W303,P39904
YDR485C_W303,Q03388
YDR486C_W303,Q03390
YDR487C_W303,Q99258
YDR488C_W303,P40960
YDR489W_W303,Q03406
YDR490C_W303,Q03407
YDR492W_W303,Q03419
YDR493W_W303,Q03429
YDR494W_W303,Q03430
YDR495C_W303,P23643
YDR496C_W303,Q04373
YDR497C_W303,P30605
YDR498C_W303,P28791
YDR499W_W303,Q04377
YDR500C_W303,P51402
YDR501W_W303,Q04383
YDR502C_W303,P19358
YDR503C_W303,Q04396
YDR504C_W303,Q04398
YDR505C_W303,P50896
YDR506C_W303,Q04399
YDR507C_W303,Q12263
YDR508C_W303,P48813
YDR510W_W303,Q12306
YDR511W_W303,Q04401
YDR512C_W303,Q04406
YDR514C_W303,Q04408
YDR515W_W303,Q12034
YDR516C_W303,Q04409
YDR517W_W303,Q04410
YDR518W_W303,P32474
YDR519W_W303,P32472
YDR520C_W303,Q04411
YDR522C_W303,P08459
YDR523C_W303,P08458
YDR524C_W303,Q04412
YDR525W_W303,Q04413
YDR527W_W303,Q04418
YDR528W_W303,Q04429
YDR529C_W303,P00128
YDR530C_W303,P22108
YDR531W_W303,Q04430
YDR532C_W303,Q04431
YDR533C_W303,Q04432
YDR536W_W303,P39932
YDR538W_W303,P33751
YDR539W_W303,Q03034
YDR540C_W303,Q03036
YDR541C_W303,Q03049
YAR023C_W303,D6VPM8
YBR058C_W303,P38237
YBR059C_W303,P38080
YBR060C_W303,P32833
YBR061C_W303,P38238
YBR062C_W303,P38239
YBR063C_W303,P38083
YBR065C_W303,P38241
YBR066C_W303,P38082
YBR067C_W303,P27654
YBR068C_W303,P38084
YBR069C_W303,P38085
YBR070C_W303,P38242
YBR071W_W303,P38243
YBR072W_W303,P15992
YBR073W_W303,P38086
YBR074W_W303,P38244
YBR076W_W303,P38246
YBR077C_W303,P38247
YBR078W_W303,P38248
YBR079C_W303,P38249
YBR080C_W303,P18759
YBR081C_W303,P35177
YBR082C_W303,P15731
YBR083W_W303,P18412
YBR084W_W303,P09440
YBR085W_W303,P18238
YBR086C_W303,P38250
YBR087W_W303,P38251
YBR088C_W303,P15873
YBR091C_W303,P32830
YNL033W_W303,P53964
YNL032W_W303,P53965
YNL030W_W303,P02309
YNL029C_W303,P53966
YNL027W_W303,P53968
YNL026W_W303,P53969
YNL025C_W303,P47821
YNL024C_W303,P53970
YNL023C_W303,P53971
YNL022C_W303,P53972
YNL021W_W303,P53973
YNL020C_W303,P53974
YCL068C_W303,P25593
YCL069W_W303,P25594
YHR015W_W303,P38760
YHR016C_W303,P32793
YHR017W_W303,P32792
YHR018C_W303,P04076
YHR019C_W303,P38707
YHR020W_W303,P38708
YHR022C_W303,P38763
YHR023W_W303,P08964
YHR024C_W303,P11914
YHR025W_W303,P17423
YHR026W_W303,P23968
YHR027C_W303,P38764
YHR028C_W303,P18962
YHR029C_W303,P38765
YHR030C_W303,Q00772
YHR031C_W303,P38766
YHR032W_W303,P38767
YHR033W_W303,P38690
YHR034C_W303,P38768
YHR035W_W303,P38769
YHR036W_W303,P38770
YHR037W_W303,P07275
YHR038W_W303,P38771
YHR039C_W303,P38694
YHR039C-A_W303,P48836
YHR040W_W303,P38772
YHR042W_W303,P16603
YHR043C_W303,P38773
YNR055C_W303,P53389
YNR056C_W303,P53744
YNR057C_W303,P53630
YNR058W_W303,P50277
YNR059W_W303,P53745
YNR060W_W303,P53746
YNR061C_W303,P53747
YNR062C_W303,P53748
YNR063W_W303,P53749
YNR064C_W303,P53750
YNR065C_W303,P53751
YMR320W_W303,Q04897
YMR319C_W303,P40988
YMR318C_W303,Q04894
YJR030C_W303,P47101
YJR031C_W303,P47102
YJR032W_W303,P47103
YJR033C_W303,P47104
YJR034W_W303,Q02772
YJR035W_W303,P40352
YJR036C_W303,P40985
YJR039W_W303,P47107
